Longitude,Latitude,x,y,PM25 Annual Ground,PM25 Winter Ground,PM25 Spring Ground,PM25 Summer Ground,PM25 Fall Ground,SO2 Annual Ground,SO2 Winter Ground,SO2 Spring Ground,SO2 Summer Ground,SO2 Fall Ground,NOX Annual Ground,NOX Winter Ground,NOX Spring Ground,NOX Summer Ground,NOX Fall Ground,NH3 Annual Ground,NH3 Winter Ground,NH3 Spring Ground,NH3 Summer Ground,NH3 Fall Ground,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m,PM25 Annual 300m,PM25 Winter 300m,PM25 Spring 300m,PM25 Summer 300m,PM25 Fall 300m,SO2 Annual 300m,SO2 Winter 300m,SO2 Spring 300m,SO2 Summer 300m,SO2 Fall 300m,NOX Annual 300m,NOX Winter 300m,NOX Spring 300m,NOX Summer 300m,NOX Fall 300m,NH3 Annual 300m,NH3 Winter 300m,NH3 Spring 300m,NH3 Summer 300m,NH3 Fall 300m
-101.569738,32.302868,65,35,34016.164138,43808.6857657,20270.5148857,22074.7221846,49821.4152615,10006.9525606,15222.24932,6752.90643028,8195.16577516,9706.06632032,1322.55606977,3558.3800104,456.248043176,208.702283529,1041.50293408,13569.5603298,20085.8682495,7302.89213193,8633.2877664,18239.779863,24475.8338893,32964.8890635,13128.8253351,13798.3793275,37913.998795,11196.7387674,17035.642936,7651.9855163,8634.11872718,11169.531902,1352.64099673,3798.03843094,371.0916481,218.09112891,948.403812489,12112.3675201,17525.013769,5988.14172938,7679.71291852,17236.7986338,22537.0555722,30106.9025304,12573.2688136,12737.1356682,34615.8696992,11405.4103906,18538.1964333,7762.913022,7710.66899255,11294.6465879,1259.28513486,3482.22835427,371.50135142,237.411220801,881.921083346,11954.2987742,17073.5895032,6114.66493133,7028.07137928,17551.6509471
-101.922496,32.461206,64,36,28702.7255303,37355.3811855,16268.8345805,17385.0598777,43725.7537384,9800.83922511,15826.3627306,6304.2547854,7249.17230558,9641.18048735,1428.18242165,3910.10983439,423.579481468,191.676231438,1156.92465646,10729.4982211,15684.3845883,5081.31005382,6002.65011141,16127.7031031,21417.8129865,29202.7268579,11064.0608118,11101.2040073,34218.68936,11148.9707848,17816.782056,7304.52758641,7806.11014344,11372.4726086,1390.22717319,3924.57833615,352.312008518,198.324765736,996.7248312,10473.8157117,14775.5439171,4630.26503969,5762.71781118,16704.985019,19932.1843967,27018.9967431,10737.5956357,10276.8816558,31593.4758764,11419.0284852,19209.2974786,7503.31972857,7075.74267266,11558.8503991,1285.64227465,3588.44652766,352.556725805,204.369165102,920.227226463,10604.1370607,14638.9424292,4873.88040699,5469.93755266,17373.9560802
-101.834285,30.845966,64,31,23583.1664836,32094.6746084,12391.0757601,13446.6956931,36269.3389773,9369.39857615,14551.2831411,6418.21517139,7407.28565019,8956.80310071,979.589961065,2699.93089545,381.485747468,147.812225301,671.420165928,10056.8308011,15106.464112,5107.30134922,5701.92256018,14297.3474978,18247.8408197,25649.2751878,8576.04896008,8758.82642497,29884.4891056,10256.1284945,15862.7180297,7084.45272106,7649.78247175,10185.603565,1018.4378894,2953.76015953,295.449268252,159.642493322,608.432072247,9821.16794026,14112.4903256,4775.21380291,5816.43464915,14534.7541612,17025.59004,24066.7018718,8382.87471791,8075.93793212,27434.346417,10229.9429286,16229.44845,7190.51281416,6878.52929942,10314.2563307,959.190247461,2753.78057734,297.029939034,177.077704059,560.777894557,10225.5037999,14647.4010904,5076.3289643,5214.76352189,15849.3008468
-103.591897,31.583652,60,33,18289.6759088,24062.4031045,10442.5612389,10923.9719852,27670.9354725,7802.62672215,13853.9705513,5113.8130243,6076.59704645,6038.38753056,736.823598943,2335.48339485,233.1315699,99.4698909598,266.142539638,7344.10942581,10528.7132935,4320.90465614,4755.46730617,9761.62162918,14713.020616,20750.7416683,6529.46865131,7219.15856252,24260.6651088,9480.31499963,18604.8417955,5040.48538164,6352.44196551,7355.97230489,972.603953047,3334.13568721,178.918606198,108.199938667,239.401054072,7487.12171556,10660.1874272,3933.9124889,4867.70990561,10431.3422497,14384.2918571,20003.7185693,6338.52740766,6759.15271619,24322.7948221,11401.5856648,26376.6736702,5157.81823699,5290.03250002,8368.99338135,903.267889079,3081.39199496,185.354448384,102.457710164,213.827770643,8264.32094611,11415.3884352,4294.34716147,4611.63170877,12592.8278176
-103.178621,48.053362,64,84,25784.3446685,40981.4012513,11506.9150583,12475.7942051,38155.3322507,17443.9251664,29946.8421442,12115.6591592,10779.9335951,16748.5955152,4037.59835075,11251.7381424,783.96330668,610.111018407,3410.05991768,13639.4626402,27001.1318405,3433.46470141,2424.89084901,21697.4774409,23940.685196,40962.7977699,8968.67493134,10050.2873945,35762.1055176,19632.5771075,35131.2947509,11164.9183989,11624.3223029,20144.678177,4942.77577941,15714.5895803,611.562270236,465.114484361,2923.95321052,17897.6265223,36092.6224677,4363.74311201,2950.19168886,28174.6229505,23137.0569555,39115.9501525,8635.50164439,9679.18118254,35085.7597703,19622.7374009,37443.6998936,11210.851759,10322.5174033,19154.0668552,4564.55588077,14363.3797643,600.027167773,424.540519624,2802.90055616,19668.8538545,37703.5987339,4716.10785542,3468.95189655,32702.482247
-102.99246,33.138988,61,38,22029.9195486,28904.0886703,11412.2340733,12239.9293241,35493.5244656,8954.36339627,15924.6249966,5385.43483579,5666.05960727,8678.94098139,1300.0942237,3354.83882506,370.811517482,170.792790331,1267.02696023,7354.54727534,10609.7423852,2954.08199709,2872.93714243,12954.6230699,16755.9856081,22399.0743029,7859.88269443,8127.37133654,28564.9385883,10193.274392,18434.4892994,5938.16477224,6387.78280489,9770.26066492,1320.75469507,3659.97562331,301.873428335,179.278727789,1036.22312763,7647.60366803,10968.2465558,3000.81176115,3155.23995395,13367.1359801,15764.4492319,21166.6800363,7636.83080131,7517.21302006,26648.9103994,10677.6774642,19504.3757908,6262.41148908,6153.24773875,10455.139444,1216.19134057,3349.89882457,299.823103213,170.675402766,951.687088864,7986.54419141,11158.6603993,3294.56660711,3081.47935156,14243.3640677
-103.555527,32.092322,60,35,20023.0782833,26882.6722123,9909.32996408,10203.7316965,33023.1443811,8902.92760865,14989.9696954,5719.01941433,6446.69642047,8321.05637339,899.665370799,2530.25850162,302.219759591,142.603025075,603.529538394,7811.18619175,11668.0964339,4153.85065956,3426.76832287,11986.0148297,15689.0473442,21458.9862897,6720.61574099,7152.01930183,27345.9645299,10349.5981737,18635.7717647,5795.7426374,6961.75344492,9591.66857616,1101.49634112,3409.09493268,237.25841237,159.041558702,559.035769877,7934.51873845,11468.6405313,3957.12124806,3642.96752339,12618.480771,14944.6054384,20469.595278,6562.90499463,6753.37652063,25896.8312829,11375.2085457,22970.8935645,5917.11051144,6003.60958937,10222.4021575,1027.22187223,3140.16885794,240.408685277,162.843208275,518.893313844,8446.13020666,11914.458303,4250.87141079,3516.99769868,13962.3907916
-103.029281,48.543077,65,85,27537.135104,44566.6350105,13431.2487144,13025.9959005,39119.2794976,18832.5124023,31586.6053823,15368.6253814,11815.7265108,16396.9907385,4352.85852449,12112.8276921,1105.41574584,749.619679356,3351.30930619,15464.0488243,30288.6303812,4987.47573958,1841.34411555,24732.9418341,25346.4956453,43646.492135,10459.7018893,10869.9526856,36395.971918,20793.0597321,35500.6321085,14766.4066187,12878.9236336,19709.5295542,5233.89298274,16656.5931223,882.594022786,622.629602864,2719.3937904,20932.4934587,41914.7886249,5777.76322664,2450.84402604,33574.0948606,24305.9676959,41384.7096009,9986.33230369,10527.680323,35299.6581996,20126.5106578,35302.5154917,14640.5605496,11778.9665131,18503.1508348,4851.04589343,15196.036416,850.546923003,613.380409368,2680.12025801,23062.2983707,43757.4249491,5950.25476962,2834.55396464,39589.6724873
-102.962436,48.39137,65,85,27537.135104,44566.6350105,13431.2487144,13025.9959005,39119.2794976,18832.5124023,31586.6053823,15368.6253814,11815.7265108,16396.9907385,4352.85852449,12112.8276921,1105.41574584,749.619679356,3351.30930619,15464.0488243,30288.6303812,4987.47573958,1841.34411555,24732.9418341,25346.4956453,43646.492135,10459.7018893,10869.9526856,36395.971918,20793.0597321,35500.6321085,14766.4066187,12878.9236336,19709.5295542,5233.89298274,16656.5931223,882.594022786,622.629602864,2719.3937904,20932.4934587,41914.7886249,5777.76322664,2450.84402604,33574.0948606,24305.9676959,41384.7096009,9986.33230369,10527.680323,35299.6581996,20126.5106578,35302.5154917,14640.5605496,11778.9665131,18503.1508348,4851.04589343,15196.036416,850.546923003,613.380409368,2680.12025801,23062.2983707,43757.4249491,5950.25476962,2834.55396464,39589.6724873
-97.527892,29.263418,76,25,70367.7037477,86921.5851598,58404.2005823,60310.691432,75297.9002364,19610.0956966,37435.0837913,16508.6784489,10746.072452,13422.3209543,3983.26171806,9721.94478362,3361.68936474,799.758100977,1959.38435304,23584.5544309,45260.3522341,11500.598845,9244.3090443,28277.2568921,47409.1546467,62376.9233667,37812.6821809,34596.7499585,54560.6001262,19166.1391203,32065.8993205,18191.2457281,11859.066453,14312.5451673,3187.20547071,7494.10355635,2667.04933849,739.048748303,1699.99881371,18791.0593852,36158.6774457,9216.99466841,6259.99490386,23412.762478,41581.4261203,53816.3716592,35304.7948214,31239.1062516,45663.2547751,17958.8323973,24192.9102316,18271.729578,14265.0977683,14703.051041,2910.7459055,6400.3790668,2580.49174011,847.657910592,1681.33358223,16751.1292988,31787.4661943,8705.09230359,5404.5853799,20928.565743
-97.699397,29.07655,75,25,74345.1958595,91023.7185628,61270.3245461,63915.3320876,80622.4568017,18916.2896271,37554.1778272,14824.6222144,9780.55835613,13185.4751184,3828.02966084,9602.45464759,2967.93419014,658.973506529,1991.63895564,24780.2770471,46975.6567625,11806.3120498,10257.3218103,30015.0982772,48805.4529151,63982.3009974,38249.9668193,35579.4898833,57119.2221892,18331.1807388,32188.4558041,16133.0786956,10755.3181388,14016.4979472,3067.55950395,7426.84519381,2351.54202465,627.033788301,1714.41566507,19246.7033294,36935.9028666,9006.08285538,6789.36107629,24127.4293842,42504.9290609,54920.3540808,35510.3762454,31967.9139324,47320.7670323,17028.3245429,24170.8402431,16307.9774204,12750.9721149,14474.0720988,2789.71939508,6338.1400586,2287.21755646,698.340293315,1700.78609554,16887.9539162,32128.118079,8474.73474715,5730.81243632,21051.7266007
-99.150132,28.407641,71,23,32928.6634798,44354.0227751,22079.5727484,23239.3937073,41717.3546492,13913.6430365,28065.3906512,9704.11336255,7821.51238682,9823.04750252,1667.47819309,4991.56108932,825.735093109,198.604050375,616.079128426,12563.84997,21546.9959578,6251.08771278,6877.09891326,15556.3308756,25042.5874245,36496.1674825,14473.0587133,13988.8925356,34957.1665919,13869.1540125,26661.4468285,9858.60746734,8020.52925566,10652.169836,1609.02982441,5008.26849034,608.476689222,194.784413956,553.351915719,11544.7157727,20431.1176407,5746.03455225,5578.39881792,14276.3787328,22938.942936,33465.6094663,14006.1009171,12754.0250009,31251.2091715,13040.5749526,22437.9536694,9932.12504577,8100.70596975,11298.7764172,1454.81369022,4412.34309134,622.963982957,193.316095788,526.542902569,11653.5033938,20561.3062898,5944.99707105,4764.63327325,15077.4374903
-96.235449,30.733352,79,30,91938.7129965,113972.611661,76742.5922941,74048.2143069,102610.007458,19252.5312602,32682.1505385,18556.648808,13108.0661927,12392.3337549,4941.4560848,11363.101171,5109.75812703,1063.9217976,2135.69148788,34011.4825625,63149.654743,19299.4955344,15536.6505073,37967.2015763,57775.0804718,77246.31816,44896.5481261,40252.7448818,68404.1790108,18587.4782438,28744.4858613,17999.5902261,14018.2029759,13280.3412289,3737.31336929,8451.33152836,3623.50060671,914.473342281,1820.24152035,25224.6129209,47491.0155559,14429.9005326,10829.3615752,27985.5414756,49831.3270117,65091.0572576,40745.7030444,35951.5312775,57232.1100874,17960.3786672,23603.8599184,18128.0445571,15340.8974848,14356.586089,3312.60499219,7201.99972126,3372.34704157,812.557589915,1737.05336764,21766.7978977,39833.6715208,13641.3397833,9415.84523065,23995.1715327
-102.461434,48.25447,66,84,29899.2414941,47929.4206191,14468.5923111,15534.2750296,41654.5754654,17922.1952202,29854.2635986,13949.4598471,11477.417922,16258.3790408,4489.14136541,12417.916366,1080.53244255,731.68605882,3632.98315379,16282.4608174,33372.0888773,4308.03685941,2431.29874641,25015.80954,26922.2075648,46308.5436677,11097.3024579,12142.860755,38125.5040893,19975.1919555,33885.7749259,13643.1359096,12433.1203176,19622.8681681,5321.6680091,16828.4146207,871.735359859,581.342759037,2939.30287209,21284.8947904,44056.8990312,5097.43864591,2971.57564221,33005.8242992,25790.8505774,43675.3732431,10590.7506213,11609.8838439,37260.6390079,19622.2012897,34482.6146093,13608.5868086,11608.8472122,18513.3708833,4919.24204022,15366.7346815,843.774911568,523.469867984,2871.67014554,23181.113833,45216.7624388,5358.95848667,3390.91677378,38671.5222977
-103.612481,31.685625,60,34,17212.0972359,21984.5375927,9860.18443125,10129.0854282,26775.8941506,8618.90107421,15559.7071786,5677.23446737,6490.27496025,6610.79536623,771.644079627,2363.03313501,286.556722218,128.381395232,293.952115087,6978.89516567,10206.9391554,4155.75424325,3667.21143648,9879.08720311,14288.7580167,19747.1538337,6583.55243909,7033.81591613,23709.4390965,10678.3250195,21353.5362608,5685.86510919,6908.46005109,7984.76967358,1035.24322126,3482.73773486,222.994380014,141.656742204,265.045222967,7471.16750047,10760.9499405,3983.25143249,3924.37889831,11154.7050366,13906.5171033,19119.8920814,6439.27883329,6638.61349483,23327.2368599,13363.6922207,32427.5163173,5796.57072979,5864.36350006,8922.97031154,962.909310236,3204.67204482,227.86700942,142.275012381,243.799433545,8309.02819054,11601.1726377,4318.48220383,3781.37997172,13361.654158
-103.345602,31.357078,60,32,17702.378018,22438.6109674,8700.2231845,9226.59019476,30393.6931763,6660.91573449,10826.5721076,4765.86012871,5833.66833365,5094.73808366,682.456257041,2181.06336669,197.85449794,87.6892408295,251.154092876,6637.15943215,8717.44810578,3577.85038283,4493.84068717,9740.19220396,14076.1248731,19083.1166539,5328.40636173,6140.53051213,25644.1051639,7837.93561869,13945.5365556,4676.45206657,6111.20987466,6297.98377594,799.125399315,2703.85888004,148.778870362,91.7613499845,217.718141279,6606.38073597,8804.15552674,3334.26467577,4799.54798257,9436.11556024,13826.4105693,18547.2148062,5170.22603695,5743.06316995,25716.6264151,8872.48524854,17610.8472154,4813.41972773,5104.86135167,7564.30188363,747.32159511,2544.901796,155.207887582,88.362626783,172.633539037,7354.65275856,9626.21254658,3722.85127125,4660.4756029,11298.4246835
-98.528814,28.410089,73,23,42470.398619,55281.1200522,30646.2526306,34881.4211731,48708.8972339,15544.6025443,31082.333605,11251.7810782,8499.24174821,11091.8640458,2113.6294317,5865.64012702,1371.59196091,313.335003978,852.724113806,15438.0922322,27876.8092974,8045.88772178,7998.77648009,17801.2246693,30320.7340917,42557.2036995,19225.5519273,20113.3156875,39102.553249,15205.9780526,28592.8322843,10929.4184576,8842.60847948,12188.7529382,1973.87666437,5719.13833109,1006.90645975,312.64605901,770.800923546,13596.8433875,24552.0704126,6882.97479638,5884.2391764,16971.4823949,27450.9169481,38303.4154746,18311.3773112,18221.1794456,34661.5384763,14133.3896893,23199.6919838,11009.4045647,9456.62738271,12452.8067814,1783.56724151,4964.9372438,1014.92839658,295.951604247,777.507306806,13237.1595465,23560.9889088,6916.62151816,4891.24905928,17371.6431671
-97.654265,29.18917,75,25,74345.1958595,91023.7185628,61270.3245461,63915.3320876,80622.4568017,18916.2896271,37554.1778272,14824.6222144,9780.55835613,13185.4751184,3828.02966084,9602.45464759,2967.93419014,658.973506529,1991.63895564,24780.2770471,46975.6567625,11806.3120498,10257.3218103,30015.0982772,48805.4529151,63982.3009974,38249.9668193,35579.4898833,57119.2221892,18331.1807388,32188.4558041,16133.0786956,10755.3181388,14016.4979472,3067.55950395,7426.84519381,2351.54202465,627.033788301,1714.41566507,19246.7033294,36935.9028666,9006.08285538,6789.36107629,24127.4293842,42504.9290609,54920.3540808,35510.3762454,31967.9139324,47320.7670323,17028.3245429,24170.8402431,16307.9774204,12750.9721149,14474.0720988,2789.71939508,6338.1400586,2287.21755646,698.340293315,1700.78609554,16887.9539162,32128.118079,8474.73474715,5730.81243632,21051.7266007
-102.718584,32.128113,62,35,27141.9751997,35513.9804323,14677.4359659,15797.8139761,42491.0923112,9613.6865496,15607.3068515,6312.21845492,7200.40179723,9198.43066117,1128.71935859,3002.43756172,422.960708876,193.383447828,873.346040579,10619.3471529,15346.4278374,5885.09050448,5288.66012531,15941.4247199,20083.0991741,27132.2523669,9504.42460725,10405.6851254,33199.6480065,10686.7838138,18009.1864508,6417.61252761,7701.85476765,10307.9122903,1233.37866369,3549.63352298,328.846462058,207.59609034,791.427070491,10037.1518571,14408.4140986,5045.72030116,5066.49316827,15563.4025853,18561.9968004,25182.3430659,9114.42132931,9681.52672134,30162.7826222,11081.8680005,19950.1485096,6546.05084529,6772.86797598,10735.0985656,1151.89334536,3260.11018848,328.650372557,207.670496062,752.977806597,10151.1599802,14435.930391,5232.77999869,4713.72517224,16094.5310196
-101.524769,32.283352,65,35,34016.164138,43808.6857657,20270.5148857,22074.7221846,49821.4152615,10006.9525606,15222.24932,6752.90643028,8195.16577516,9706.06632032,1322.55606977,3558.3800104,456.248043176,208.702283529,1041.50293408,13569.5603298,20085.8682495,7302.89213193,8633.2877664,18239.779863,24475.8338893,32964.8890635,13128.8253351,13798.3793275,37913.998795,11196.7387674,17035.642936,7651.9855163,8634.11872718,11169.531902,1352.64099673,3798.03843094,371.0916481,218.09112891,948.403812489,12112.3675201,17525.013769,5988.14172938,7679.71291852,17236.7986338,22537.0555722,30106.9025304,12573.2688136,12737.1356682,34615.8696992,11405.4103906,18538.1964333,7762.913022,7710.66899255,11294.6465879,1259.28513486,3482.22835427,371.50135142,237.411220801,881.921083346,11954.2987742,17073.5895032,6114.66493133,7028.07137928,17551.6509471
-106.482698,43.949423,56,72,17464.7229415,25494.3303612,9254.24580428,9566.88060649,25534.7270953,8910.48884172,12180.9504121,6494.99560558,6826.1709041,10032.1569493,1356.59481686,3408.36840191,307.306544245,178.129458893,1498.79321408,7181.55216037,12063.1767775,3099.16466453,4565.36102332,8997.94166154,14693.1389103,22873.3244748,6212.81556504,6488.68421089,23171.3276667,10340.2191322,15236.934683,6643.82199731,7041.38189206,12184.0857785,1490.89923249,3914.7186804,284.515493466,149.464536767,1549.54866056,7391.31478403,12270.4974293,2983.01820527,4348.79671588,9953.47463584,14557.8170362,22070.8964428,5877.35712395,6043.45181881,24201.9744646,10790.5574209,17597.1907005,6668.79011578,6397.86091424,12235.9777169,1392.142978,3812.45365581,286.036044576,95.6035421068,1322.60274254,8027.85232265,12783.0794727,3152.78833146,4659.25777199,11515.2527625
-103.847039,31.954991,59,34,15657.3931721,20943.5707778,8652.52257815,8995.14306912,23987.8974401,7600.51192619,13797.12148,5037.97863029,5822.17984464,5624.58803174,686.384563124,2183.70221005,219.762530892,91.8323852909,237.448411842,6462.21755796,9203.20309281,3752.68205805,4474.13799014,8412.66726605,12782.8104321,17828.1295898,5645.80438828,5940.76982802,21631.9152966,9227.12153095,18489.77245,5041.55698326,6008.99443044,6897.55012661,968.915571556,3362.03763222,173.86827519,97.4312794869,215.936010049,6803.92560723,9494.45452813,3617.86054473,4723.46250208,9317.63593803,12719.5166385,17473.8619996,5539.53745571,5534.39260007,22225.0186261,10934.2365712,25140.166575,5150.70787717,5001.11390978,8025.00560259,897.037183333,3103.87396175,179.842096018,84.7814383038,192.176478663,7645.59579649,10273.5363325,3996.32616309,4474.46637621,11661.875027
-103.593888,32.607071,60,36,20706.9105934,27354.8132328,10416.788504,10849.5950939,34138.4606581,8936.29830448,15160.0144183,5703.09513487,6233.63972535,8514.01609043,958.046706899,2578.92855623,333.395680828,152.688862273,745.890998755,7722.13802017,11317.2317368,4036.78343993,3256.56226231,12266.6173524,15983.1697146,21326.4875217,7185.64484147,7543.06401816,27808.0732123,10296.7864959,18367.424937,5916.99536907,6824.73910925,9761.78964773,1131.29448979,3358.01119988,268.32494917,170.110023054,679.078167339,7927.50062838,11279.9228128,3872.54327429,3439.25599319,13065.9526697,15132.4232322,20288.6746424,7017.25479308,7101.73528069,26036.8177191,10972.8097168,21218.1182848,6073.50123017,5992.19607685,10260.8492673,1057.93237137,3094.48910744,269.267828572,171.017776587,642.710003904,8374.48471631,11659.9332367,4144.19082355,3329.54115033,14230.599797
-103.860223,32.285628,59,35,18320.856521,25010.8663259,9622.90217918,10198.0542301,28356.4318386,8007.77531179,13615.6325728,5250.19180089,6090.86185328,6953.21094282,779.271598057,2382.87795665,241.367099872,110.090918562,368.236393352,7165.01739854,11204.2267024,3840.00016249,4028.70589109,9582.26041112,14501.7845744,20041.1388281,6593.10975388,6902.20204166,24396.5533027,9659.13480928,17898.8916998,5543.43615239,6429.87032966,8281.55031489,1007.06793783,3338.02387097,197.229019996,120.926229395,339.6521136,7249.74705799,10475.7300129,3731.15648879,4205.86531413,10540.0210852,14103.0952244,19296.8120198,6483.55644104,6462.93182885,24076.5993776,11229.5025518,24253.8212538,5663.74096096,5485.52964798,9127.47105944,937.624445928,3084.48221968,201.876237279,116.632023904,311.76044931,7869.80395743,10817.7418031,4054.673512,3980.17746489,12480.2686802
-103.024523,33.181178,61,38,22029.9195486,28904.0886703,11412.2340733,12239.9293241,35493.5244656,8954.36339627,15924.6249966,5385.43483579,5666.05960727,8678.94098139,1300.0942237,3354.83882506,370.811517482,170.792790331,1267.02696023,7354.54727534,10609.7423852,2954.08199709,2872.93714243,12954.6230699,16755.9856081,22399.0743029,7859.88269443,8127.37133654,28564.9385883,10193.274392,18434.4892994,5938.16477224,6387.78280489,9770.26066492,1320.75469507,3659.97562331,301.873428335,179.278727789,1036.22312763,7647.60366803,10968.2465558,3000.81176115,3155.23995395,13367.1359801,15764.4492319,21166.6800363,7636.83080131,7517.21302006,26648.9103994,10677.6774642,19504.3757908,6262.41148908,6153.24773875,10455.139444,1216.19134057,3349.89882457,299.823103213,170.675402766,951.687088864,7986.54419141,11158.6603993,3294.56660711,3081.47935156,14243.3640677
-102.018185,31.691545,64,33,32112.5654787,41681.2719277,18654.0844998,20950.9649161,47045.3628514,9799.4624062,15350.3247442,6524.98253667,7640.24612344,9535.99171604,1177.51198506,3092.26783894,457.454861695,191.5820591,945.353632648,13078.5208921,20053.6123863,6991.55158151,7402.51732595,17844.0419473,22922.1842907,30566.9122387,11756.6509277,13200.6100607,36047.5397352,10690.9681441,16746.3113083,7007.54632505,8098.07377618,10661.1800866,1206.59409979,3337.08429557,357.151874021,207.01145398,855.777491425,11413.8848776,16758.2843124,5607.85975664,6696.49131447,16551.6663858,20968.0423212,28039.094318,11173.3192178,12158.3721603,32366.6167466,10719.433316,17201.6627953,7130.73430539,7392.56720228,10842.750526,1132.91856693,3078.67508924,357.280611382,237.262833516,798.352408081,11210.6759488,16278.2045159,5719.2002431,6001.51937329,16758.6565731
-101.855854,32.126564,64,35,31715.1881994,41427.3209613,18175.1153909,19934.0218066,47236.845557,9938.63908092,15507.8099242,6661.51724466,7763.2851917,9669.39486398,1297.60377902,3468.9321006,463.100253905,204.682142601,1027.84549479,12676.6735941,19228.2022025,6584.93934932,7314.53817695,17562.4006471,23006.4580911,31108.221703,11859.0844657,12635.0310092,36328.209336,11118.8239154,17481.1453109,7367.06896397,8252.16506975,11067.270282,1332.93366326,3742.28901598,374.468272555,215.170716999,927.615099372,11415.2041073,16646.991262,5529.80832491,6636.49671974,16821.7785411,21177.790271,28552.3934231,11376.4195758,11682.5654483,32987.1367492,11411.4349561,19112.7515355,7493.2791773,7419.37233887,11298.3998307,1241.09850174,3432.4960772,374.303147996,231.262429809,861.773420434,11281.1303576,16168.947042,5681.08451863,6115.58371513,17092.0325874
-105.535757,43.391792,58,70,17410.5521676,24899.0537863,9085.45164477,9306.25717288,26347.7674233,9862.93114977,14402.9419554,6773.30722483,7172.11548581,11014.7994245,1329.3695453,2846.87116131,364.435354504,236.824544863,1839.7037072,7449.15023169,12530.8394085,3305.38388358,3656.16860086,10303.201575,14391.2644816,21320.4697346,6187.66359484,6577.93868261,23458.3401239,11256.1699934,17582.624365,6713.15808702,7670.4178138,12849.4528466,1624.04404014,3984.48646124,329.864500626,215.649936017,1917.04617913,8132.09016732,13542.3613787,3234.96101832,3565.75825622,12180.4618325,14170.1955489,20589.0563159,5862.3070382,6198.89898797,24000.1231742,11442.7814529,19485.690568,6730.18331989,7041.92607333,12280.7781252,1551.6244234,3822.54240762,326.630238293,157.463338481,1850.78146646,8946.91686163,14280.0848392,3414.45439631,3859.49505674,14218.2753672
-102.146483,32.321325,64,35,31715.1881994,41427.3209613,18175.1153909,19934.0218066,47236.845557,9938.63908092,15507.8099242,6661.51724466,7763.2851917,9669.39486398,1297.60377902,3468.9321006,463.100253905,204.682142601,1027.84549479,12676.6735941,19228.2022025,6584.93934932,7314.53817695,17562.4006471,23006.4580911,31108.221703,11859.0844657,12635.0310092,36328.209336,11118.8239154,17481.1453109,7367.06896397,8252.16506975,11067.270282,1332.93366326,3742.28901598,374.468272555,215.170716999,927.615099372,11415.2041073,16646.991262,5529.80832491,6636.49671974,16821.7785411,21177.790271,28552.3934231,11376.4195758,11682.5654483,32987.1367492,11411.4349561,19112.7515355,7493.2791773,7419.37233887,11298.3998307,1241.09850174,3432.4960772,374.303147996,231.262429809,861.773420434,11281.1303576,16168.947042,5681.08451863,6115.58371513,17092.0325874
-99.108954,28.26986,71,22,30063.6203519,40843.528078,19427.0602356,20860.6535462,38831.4264071,12938.8602242,25023.6446133,9282.61511262,7896.60560302,9327.18717898,1458.39566765,4412.22161931,691.136513147,184.289662361,518.142597369,11496.114525,19893.7636306,5607.40258389,6168.13930051,14298.7216646,23410.0938483,34079.3018121,13365.1445526,12844.3405683,33113.2716244,13146.029385,24119.7498519,9923.71821326,8069.08195459,10204.3500495,1388.00496494,4304.60786502,525.275088927,186.570000893,469.951296711,10527.9579895,18310.783556,5404.94534283,5135.61834436,13147.784348,21600.6218714,31491.1819436,13119.0807699,11778.2994385,29749.9615318,12498.4917165,20683.2931444,9962.16988194,8140.97841509,10842.9978681,1268.08640775,3844.40596982,541.509257418,194.24121118,435.502313811,10761.0239849,18653.3128963,5650.79988815,4390.24710941,14118.1849888
-102.037857,31.708182,64,33,32112.5654787,41681.2719277,18654.0844998,20950.9649161,47045.3628514,9799.4624062,15350.3247442,6524.98253667,7640.24612344,9535.99171604,1177.51198506,3092.26783894,457.454861695,191.5820591,945.353632648,13078.5208921,20053.6123863,6991.55158151,7402.51732595,17844.0419473,22922.1842907,30566.9122387,11756.6509277,13200.6100607,36047.5397352,10690.9681441,16746.3113083,7007.54632505,8098.07377618,10661.1800866,1206.59409979,3337.08429557,357.151874021,207.01145398,855.777491425,11413.8848776,16758.2843124,5607.85975664,6696.49131447,16551.6663858,20968.0423212,28039.094318,11173.3192178,12158.3721603,32366.6167466,10719.433316,17201.6627953,7130.73430539,7392.56720228,10842.750526,1132.91856693,3078.67508924,357.280611382,237.262833516,798.352408081,11210.6759488,16278.2045159,5719.2002431,6001.51937329,16758.6565731
